days,upper_threshold,lower_threshold,ret,trd_cnt
9,1.2,0.6,0,1
9,1.2,0.7,0,1
9,1.2,0.8,0,1
9,1.2,0.9,0,1
9,1.2,1,0,1
9,1.2,1.1,0,1
9,1.2,1.2,0,1
10,0.2,0.2,0.30828,71
10,0.2,0.3,0.22168,57
10,0.2,0.4,0.04703,45
10,0.2,0.5,0.05986,21
10,0.2,0.6,0.05986,21
10,0.2,0.7,0.0163,21
10,0.2,0.8,0.01444,17
10,0.2,0.9,-0.04764,17
10,0.2,1,-0.04764,17
10,0.2,1.1,-0.0639,9
10,0.2,1.2,-0.09127,5
10,0.3,0.2,0.35368,51
10,0.3,0.3,0.27755,41
10,0.3,0.4,0.19684,29
10,0.3,0.5,0.09336,17
10,0.3,0.6,0.09336,17
10,0.3,0.7,0.0498,17
10,0.3,0.8,0.06383,13
10,0.3,0.9,0.00175,13
10,0.3,1,0.00175,13
10,0.3,1.1,-0.01834,9
10,0.3,1.2,-0.10119,5
10,0.4,0.2,0.23056,37
10,0.4,0.3,0.20734,31
10,0.4,0.4,0.19715,27
10,0.4,0.5,0.00436,19
10,0.4,0.6,0.00436,19
10,0.4,0.7,-0.06094,19
10,0.4,0.8,-0.04692,15
10,0.4,0.9,-0.12074,15
10,0.4,1,-0.12074,15
10,0.4,1.1,-0.15241,11
10,0.4,1.2,-0.20706,7
10,0.5,0.2,0.23198,21
10,0.5,0.3,0.23393,19
10,0.5,0.4,0.19463,19
10,0.5,0.5,0.09896,13
10,0.5,0.6,0.09896,13
10,0.5,0.7,0.05539,13
10,0.5,0.8,0.06942,9
10,0.5,0.9,0.04598,9
10,0.5,1,0.04598,9
10,0.5,1.1,0.07537,5
10,0.5,1.2,0.07537,5
10,0.6,0.2,0.11227,9
10,0.6,0.3,0.11227,9
10,0.6,0.4,0.09705,9
10,0.6,0.5,0.01222,7
10,0.6,0.6,0.01222,7
10,0.6,0.7,-0.03135,7
10,0.6,0.8,-0.03621,7
10,0.6,0.9,-0.05965,7
10,0.6,1,-0.05965,7
10,0.6,1.1,-0.03027,3
10,0.6,1.2,-0.03027,3
10,0.7,0.2,0.11227,9
10,0.7,0.3,0.11227,9
10,0.7,0.4,0.09705,9
10,0.7,0.5,0.01222,7
10,0.7,0.6,0.01222,7
10,0.7,0.7,-0.03135,7
10,0.7,0.8,-0.03621,7
10,0.7,0.9,-0.05965,7
10,0.7,1,-0.05965,7
10,0.7,1.1,-0.03027,3
10,0.7,1.2,-0.03027,3
10,0.8,0.2,0.11227,9
10,0.8,0.3,0.11227,9
10,0.8,0.4,0.09705,9
10,0.8,0.5,0.01222,7
10,0.8,0.6,0.01222,7
10,0.8,0.7,-0.03135,7
10,0.8,0.8,-0.03621,7
10,0.8,0.9,-0.05965,7
10,0.8,1,-0.05965,7
10,0.8,1.1,-0.03027,3
10,0.8,1.2,-0.03027,3
10,0.9,0.2,0,1
10,0.9,0.3,0,1
10,0.9,0.4,0,1
10,0.9,0.5,0,1
10,0.9,0.6,0,1
10,0.9,0.7,0,1
10,0.9,0.8,0,1
10,0.9,0.9,0,1
10,0.9,1,0,1
10,0.9,1.1,0,1
10,0.9,1.2,0,1
10,1,0.2,0,1
10,1,0.3,0,1
10,1,0.4,0,1
10,1,0.5,0,1
10,1,0.6,0,1
10,1,0.7,0,1
10,1,0.8,0,1
10,1,0.9,0,1
10,1,1,0,1
10,1,1.1,0,1
10,1,1.2,0,1
10,1.1,0.2,0,1
10,1.1,0.3,0,1
10,1.1,0.4,0,1
10,1.1,0.5,0,1
10,1.1,0.6,0,1
10,1.1,0.7,0,1
10,1.1,0.8,0,1
10,1.1,0.9,0,1
10,1.1,1,0,1
10,1.1,1.1,0,1
10,1.1,1.2,0,1
10,1.2,0.2,0,1
10,1.2,0.3,0,1
10,1.2,0.4,0,1
10,1.2,0.5,0,1
10,1.2,0.6,0,1
10,1.2,0.7,0,1
10,1.2,0.8,0,1
10,1.2,0.9,0,1
10,1.2,1,0,1
10,1.2,1.1,0,1
10,1.2,1.2,0,1
